Date,Amount,Category
2024-02-25,29.4,Social Life
2024-02-26,37.4,Social Life
2024-02-27,21.5,Social Life
2024-02-28,21.1,Social Life
2024-02-29,21,Social Life
2024-03-01,36.3,Social Life
2024-03-02,28.7,Social Life
2024-03-03,19.4,Social Life
2024-03-04,20.3,Social Life
2024-03-05,20.8,Social Life
2024-03-06,30.5,Social Life
2024-03-07,30.3,Social Life
2024-03-08,23.4,Social Life
2024-03-09,25.7,Social Life
2024-03-10,15.7,Social Life
2024-03-11,19.3,Social Life
2024-03-12,18.8,Social Life
2024-03-13,17,Social Life
2024-03-14,17.6,Social Life
2024-03-15,18.5,Social Life
2024-03-16,21,Social Life
2024-03-17,26.9,Social Life
2024-03-18,30.6,Social Life
2024-03-19,32.7,Social Life
2024-03-20,29.2,Social Life
2024-03-21,25.8,Social Life
2024-03-22,28.2,Social Life
2024-03-23,24.7,Social Life
2024-03-24,30.6,Social Life
2024-03-25,30.6,Social Life
2024-03-26,29,Social Life
2024-03-27,26.5,Social Life
2024-03-28,25.5,Social Life
2024-03-29,24.9,Social Life
2024-03-30,20.9,Social Life
2024-03-31,23.4,Social Life
2024-04-01,18.1,Social Life
2024-04-02,20.7,Social Life
2024-04-03,20.3,Social Life
2024-04-04,21.1,Social Life
2024-04-05,19.5,Social Life
2024-04-06,20.4,Social Life
2024-04-07,17.3,Social Life
2024-04-08,18.5,Social Life
2024-04-09,21,Social Life
2024-04-10,23.5,Social Life
2024-04-11,25.7,Social Life
2024-04-12,23.1,Social Life
2024-04-13,24.8,Social Life
2024-04-14,22.4,Social Life
2024-04-15,17.4,Social Life
2024-04-16,18.3,Social Life
2024-04-17,26,Social Life
2024-04-18,25.5,Social Life
2024-04-19,21.8,Social Life
2024-04-20,21.2,Social Life
2024-04-21,25.2,Social Life
2024-04-22,21.7,Social Life
2024-04-23,22.6,Social Life
2024-04-24,24.3,Social Life
2024-04-25,17,Social Life
2024-04-26,20.7,Social Life
2024-04-27,22.7,Social Life
2024-04-28,25.4,Social Life
2024-04-29,24.9,Social Life
2024-04-30,25,Social Life
2024-05-01,20.5,Social Life
2024-05-02,20.2,Social Life
2024-05-03,19.4,Social Life
2024-05-04,21.4,Social Life
2024-05-05,25.5,Social Life
2024-05-06,19.4,Social Life
2024-05-07,18.8,Social Life
2024-05-08,17,Social Life
2024-05-09,15.5,Social Life
2024-05-10,16.2,Social Life
2024-05-11,16.7,Social Life
2024-05-12,20.1,Social Life
2024-05-13,21.4,Social Life
2024-05-14,16.4,Social Life
2024-05-15,17.3,Social Life
2024-05-16,17,Social Life
2024-05-17,18.2,Social Life
2024-05-18,17.5,Social Life
2024-05-19,14.9,Social Life
2024-05-20,18,Social Life
2024-05-21,16.7,Social Life
2024-05-22,17.1,Social Life
2024-05-23,16.8,Social Life
2024-05-24,17.7,Social Life
2024-05-25,18.4,Social Life
2024-05-26,18.5,Social Life
2024-05-27,15.5,Social Life
2024-05-28,15.4,Social Life
2024-05-29,17.5,Social Life
2024-05-30,16.8,Social Life
2024-05-31,18.9,Social Life
2024-06-01,19.4,Social Life
2024-06-02,20.3,Social Life
2024-06-03,19.3,Social Life
2024-06-04,17,Social Life
2024-06-05,16.4,Social Life
2024-06-06,13.3,Social Life
2024-06-07,13.6,Social Life
2024-06-08,14.1,Social Life
2024-06-09,14.8,Social Life
2024-06-10,14.1,Social Life
2024-06-11,17,Social Life
2024-06-12,16,Social Life
2024-06-13,16.5,Social Life
2024-06-14,14.9,Social Life
2024-06-15,14.4,Social Life
2024-06-16,13.5,Social Life
2024-06-17,11.3,Social Life
2024-06-18,15,Social Life
2024-06-19,13,Social Life
2024-06-20,14.9,Social Life
2024-06-21,14.6,Social Life
2024-06-22,14.1,Social Life
2024-06-23,15.5,Social Life
2024-06-24,14.4,Social Life
2024-06-25,12,Social Life
2024-06-26,17.5,Social Life
2024-06-27,13.3,Social Life
2024-06-28,14.3,Social Life
2024-06-29,14,Social Life
2024-06-30,13.5,Social Life
2024-07-01,13.3,Social Life
2024-07-02,12.3,Social Life
2024-07-03,12.6,Social Life
2024-07-04,14.1,Social Life
2024-07-05,16.6,Social Life
2024-07-06,17.3,Social Life
2024-07-07,17.1,Social Life
2024-07-08,16.1,Social Life
2024-07-09,15,Social Life
2024-07-10,15.4,Social Life
2024-07-11,14.6,Social Life
2024-07-12,14.6,Social Life
2024-07-13,16.8,Social Life
2024-07-14,16.5,Social Life
2024-07-15,15.6,Social Life
2024-07-16,14.8,Social Life
2024-07-17,15.2,Social Life
2024-07-18,15.2,Social Life
2024-07-19,15,Social Life
2024-07-20,14.1,Social Life
2024-07-21,15.5,Social Life
2024-07-22,12.6,Social Life
2024-07-23,12.9,Social Life
2024-07-24,15.1,Social Life
2024-07-25,13,Social Life
2024-07-26,15.6,Social Life
2024-07-27,13.4,Social Life
2024-07-28,14.4,Social Life
2024-07-29,14.5,Social Life
2024-07-30,15.4,Social Life
2024-07-31,16.7,Social Life
2024-08-01,16.1,Social Life
2024-08-02,16.6,Social Life
2024-08-03,16.5,Social Life
2024-08-04,13.8,Social Life
2024-08-05,13.4,Social Life
2024-08-06,11.9,Social Life
2024-08-07,10.7,Social Life
2024-08-08,13.2,Social Life
2024-08-09,13.1,Social Life
2024-08-10,12.8,Social Life
2024-08-11,16.2,Social Life
2024-08-12,18,Social Life
2024-08-13,18.9,Social Life
2024-08-14,18.3,Social Life
2024-08-15,19.8,Social Life
2024-08-16,19.3,Social Life
2024-08-17,16.2,Social Life
2024-08-18,17.6,Social Life
2024-08-19,17.5,Social Life
2024-08-20,13.2,Social Life
2024-08-21,13.2,Social Life
2024-08-22,13.4,Social Life
2024-08-23,14.2,Social Life
2024-08-24,16.1,Social Life
2024-08-25,14.2,Social Life
2024-08-26,14.3,Social Life
2024-08-27,14.5,Social Life
2024-08-28,17.1,Social Life
2024-08-29,18.2,Social Life
2024-08-30,22.2,Social Life
2024-08-31,22.4,Social Life
2024-09-01,15.6,Social Life
2024-09-02,16.6,Social Life
2024-09-03,14.5,Social Life
2024-09-04,17.7,Social Life
2024-09-05,21,Social Life
2024-09-06,14.3,Social Life
2024-09-07,20,Social Life
2024-09-08,20.2,Social Life
2024-09-09,19.2,Social Life
2024-09-10,19.8,Social Life
2024-09-11,14.8,Social Life
2024-09-12,14.2,Social Life
2024-09-13,17.2,Social Life
2024-09-14,17.2,Social Life
2024-09-15,22.1,Social Life
2024-09-16,15.4,Social Life
2024-09-17,16.1,Social Life
2024-09-18,14.8,Social Life
2024-09-19,15.1,Social Life
2024-09-20,20.2,Social Life
2024-09-21,22.3,Social Life
2024-09-22,24.6,Social Life
2024-09-23,18.4,Social Life
2024-09-24,18.2,Social Life
2024-09-25,23.4,Social Life
2024-09-26,23.8,Social Life
2024-09-27,20.1,Social Life
2024-09-28,20.5,Social Life
2024-09-29,19.5,Social Life
2024-09-30,18.8,Social Life
2024-10-01,19.8,Social Life
2024-10-02,26.2,Social Life
2024-10-03,21.2,Social Life
2024-10-04,21.2,Social Life
2024-10-05,17.3,Social Life
2024-10-06,20.5,Social Life
2024-10-07,19.2,Social Life
2024-10-08,18,Social Life
2024-10-09,17.7,Social Life
2024-10-10,23.7,Social Life
2024-10-11,16.9,Social Life
2024-10-12,23.2,Social Life
2024-10-13,22.3,Social Life
2024-10-14,18.7,Social Life
2024-10-15,24,Social Life
2024-10-16,16.4,Social Life
2024-10-17,18.8,Social Life
2024-10-18,19,Social Life
2024-10-19,26.7,Social Life
2024-10-20,19.3,Social Life
2024-10-21,19.5,Social Life
2024-10-22,21.2,Social Life
2024-10-23,17,Social Life
2024-10-24,24.4,Social Life
2024-10-25,29,Social Life
2024-10-26,19.2,Social Life
2024-10-27,24.6,Social Life
2024-10-28,23.4,Social Life
2024-10-29,22.6,Social Life
2024-10-30,21.1,Social Life
2024-10-31,29.1,Social Life
2024-11-01,36.1,Social Life
2024-11-02,23.1,Social Life
2024-11-03,16.5,Social Life
2024-11-04,16.2,Social Life
2024-11-05,21.3,Social Life
2024-11-06,25.4,Social Life
2024-11-07,26.4,Social Life
2024-11-08,21.1,Social Life
2024-11-09,21.1,Social Life
2024-11-10,19.7,Social Life
2024-11-11,31.2,Social Life
2024-11-12,34.5,Social Life
2024-11-13,22.9,Social Life
2024-11-14,13.5,Social Life
2024-11-15,16.2,Social Life
2024-11-16,15.3,Social Life
2024-11-17,19.2,Social Life
2024-11-18,29.4,Social Life
2024-11-19,27.7,Social Life
2024-11-20,19.6,Social Life
2024-11-21,16.8,Social Life
2024-11-22,19.9,Social Life
2024-11-23,20.4,Social Life
2024-11-24,18.3,Social Life
2024-11-25,16.7,Social Life
2024-11-26,16.9,Social Life
2024-11-27,18.9,Social Life
2024-11-28,17.6,Social Life
2024-11-29,18.6,Social Life
2024-11-30,21.4,Social Life
2024-12-01,28.7,Social Life
2024-12-02,28,Social Life
2024-12-03,22.8,Social Life
2024-12-04,17.2,Social Life
2024-12-05,18.7,Social Life
2024-12-06,19.9,Social Life
2024-12-07,23,Social Life
2024-12-08,30.8,Social Life
2024-12-09,31.7,Social Life
2024-12-10,20.8,Social Life
2024-12-11,20.8,Social Life
2024-12-12,25.2,Social Life
2024-12-13,31.3,Social Life
2024-12-14,32.1,Social Life
2024-12-15,34.3,Social Life
2024-12-16,33.7,Social Life
2024-12-17,28.6,Social Life
2024-12-18,19.2,Social Life
2024-12-19,20.9,Social Life
2024-12-20,21.1,Social Life
2024-12-21,26.1,Social Life
2024-12-22,26.4,Social Life
2024-12-23,36.8,Social Life
2024-12-24,26.3,Social Life
2024-12-25,17.9,Social Life
2024-12-26,21.3,Social Life
2024-12-27,19.5,Social Life
2024-12-28,20.1,Social Life
2024-12-29,21.7,Social Life
2024-12-30,19.5,Social Life
2025-01-01,24.8,Social Life
2025-01-02,30.2,Social Life
2025-01-03,31.6,Social Life
2025-01-04,19,Social Life
2025-01-05,21.3,Social Life
2025-01-06,20.6,Social Life
2025-01-07,22.8,Social Life
2025-01-08,33.2,Social Life
2025-01-09,24.7,Social Life
2025-01-10,21.3,Social Life
2025-01-11,17.9,Social Life
2025-01-12,18.7,Social Life
2025-01-13,25.3,Social Life
2025-01-14,31,Social Life
2025-01-15,33.2,Social Life
2025-01-16,31,Social Life
2025-01-17,18.2,Social Life
2025-01-18,19.1,Social Life
2025-01-19,22.2,Social Life
2025-01-20,20.3,Social Life
2025-01-21,19.8,Social Life
2025-01-22,18.3,Social Life
2025-01-23,27.5,Social Life
2025-01-24,29.8,Social Life
2025-01-25,31,Social Life
2025-01-26,32.9,Social Life
2025-01-27,35.5,Social Life
2025-01-28,36,Social Life
2025-01-29,36.6,Social Life
2025-01-30,21.7,Social Life
2025-01-31,19.8,Social Life
2025-02-01,26.7,Social Life
2025-02-02,22.9,Social Life
2025-02-03,19.8,Social Life
2025-02-04,24.9,Social Life
2025-02-05,24.8,Social Life
2025-02-06,28.8,Social Life
2025-02-07,32.7,Social Life
2025-02-08,33.7,Social Life
2025-02-09,24.7,Social Life
2025-02-10,21.6,Social Life
2025-02-11,26.2,Social Life
2025-02-12,33.4,Social Life
2025-02-13,22.9,Social Life
2025-02-14,31.2,Social Life
2025-02-15,23.1,Social Life
2025-02-16,24.4,Social Life
2025-02-17,30.7,Social Life
2025-02-18,38.8,Social Life
2025-02-19,21.5,Social Life
2025-02-20,20.7,Social Life
2025-02-21,20.3,Social Life
2025-02-22,21.3,Social Life
2025-02-23,30,Social Life
2025-02-24,37.1,Social Life
2025-02-25,21.1,Social Life
2025-02-26,22,Social Life
2025-02-27,34.4,Social Life
2025-02-28,33.8,Social Life
2025-03-01,37.8,Social Life
2025-03-02,38.4,Social Life
2025-03-03,32.8,Social Life
2025-03-04,34.4,Social Life
2025-03-05,26.4,Social Life
2025-03-06,27.3,Social Life
2025-03-07,28,Social Life
2025-03-08,30.7,Social Life
2025-03-09,30.7,Social Life
2025-03-10,23.4,Social Life
2025-03-11,26.1,Social Life
2025-03-12,26.1,Social Life
2025-03-13,21.8,Social Life
2025-03-14,18.9,Social Life
2025-03-15,18.5,Social Life
2025-03-16,17.5,Social Life
2025-03-17,21.5,Social Life
2025-03-18,25.1,Social Life
2025-03-19,21.9,Social Life
2025-03-20,24.2,Social Life
2025-03-21,24.2,Social Life
2025-03-22,27.4,Social Life
2025-03-23,21.3,Social Life
2025-03-24,18,Social Life
2025-03-25,18.7,Social Life
2025-03-26,20,Social Life
2025-03-27,20.9,Social Life
2025-03-28,19.3,Social Life
2025-03-29,19.3,Social Life
2025-03-30,22.2,Social Life
2025-03-31,17.7,Social Life
2025-04-01,21.9,Social Life
2025-04-02,25.2,Social Life
2025-04-03,25.1,Social Life
2025-04-04,28.5,Social Life
2025-04-05,27.6,Social Life
2025-04-06,19.6,Social Life
2025-04-07,18.5,Social Life
2025-04-08,19.2,Social Life
2025-04-09,20.4,Social Life
2025-04-10,22.8,Social Life
2025-04-11,23,Social Life
2025-04-12,20.3,Social Life
2025-04-13,18,Social Life
2025-04-14,18,Social Life
2025-04-15,20.2,Social Life
2025-04-16,18.1,Social Life
2025-04-17,19.2,Social Life
2025-04-18,17.8,Social Life
2025-04-19,19.8,Social Life
2025-04-20,20.3,Social Life
2025-04-21,18.3,Social Life
2025-04-22,18.3,Social Life
2025-04-23,20.2,Social Life
2025-04-24,22,Social Life
2025-04-25,24.3,Social Life
2025-04-26,24.7,Social Life
2025-04-27,25.4,Social Life
2025-04-28,19.9,Social Life
2025-04-29,23,Social Life
2025-04-30,21.8,Social Life
2025-05-01,19.3,Social Life
2025-05-02,18.5,Social Life
2025-05-03,20.6,Social Life
2025-05-04,17.2,Social Life
2025-05-05,17.5,Social Life
2025-05-06,19.1,Social Life
2025-05-07,18,Social Life
2025-05-08,18.9,Social Life
2025-05-09,23.4,Social Life
2025-05-10,19.3,Social Life
2025-05-11,19.2,Social Life
2025-05-12,21.2,Social Life
2025-05-13,21.5,Social Life
2025-05-14,17.2,Social Life
2025-05-15,16.8,Social Life
2025-05-16,16,Social Life
2025-05-17,18.9,Social Life
2025-05-18,20.6,Social Life
2025-05-19,15.9,Social Life
2025-05-20,16.7,Social Life
2025-05-21,18.4,Social Life
2025-05-22,16.2,Social Life
2025-05-23,16.2,Social Life
2025-05-24,15.8,Social Life
2025-05-25,16.2,Social Life
2025-05-26,18.3,Social Life
2025-05-27,18.5,Social Life
2025-05-28,19.4,Social Life
2025-05-29,17,Social Life
2025-05-30,14.6,Social Life
2025-05-31,11,Social Life
2025-06-01,12.4,Social Life
2025-06-02,14,Social Life
2025-06-03,10.8,Social Life
2025-06-04,13.1,Social Life
2025-06-05,15,Social Life
2025-06-06,13,Social Life
2025-06-07,17.5,Social Life
2025-06-08,16,Social Life
2025-06-09,10.2,Social Life
2025-06-10,13.7,Social Life
2025-06-11,15.4,Social Life
2025-06-12,13.6,Social Life
2025-06-13,12.9,Social Life
2025-06-14,14.2,Social Life
2025-06-15,15,Social Life
2025-06-16,15.2,Social Life
2025-06-17,18.2,Social Life
2025-06-18,12.3,Social Life
2025-06-19,13.8,Social Life
2025-06-20,13.9,Social Life
2025-06-21,14.6,Social Life
2025-06-22,14.9,Social Life
2025-06-23,12.6,Social Life
2025-06-24,11.2,Social Life
2025-06-25,12.9,Social Life
2025-06-26,14.1,Social Life
2025-06-27,12.8,Social Life
2025-06-28,15.8,Social Life
2025-06-29,16,Social Life
2025-06-30,16,Social Life
2025-07-01,16.6,Social Life
2025-07-02,16.6,Social Life
2025-07-03,16,Social Life
2025-07-04,12.7,Social Life
2025-07-05,12.3,Social Life
2025-07-06,11.8,Social Life
2025-07-07,14.1,Social Life
2025-07-08,12.6,Social Life
2025-07-09,12.9,Social Life
2025-07-10,11.5,Social Life
2025-07-11,12.9,Social Life
2025-07-12,11.8,Social Life
2025-07-13,11.9,Social Life
2025-07-14,14.2,Social Life
2025-07-15,12,Social Life
2025-07-16,11.7,Social Life
2025-07-17,11.8,Social Life
2025-07-18,13,Social Life
2025-07-19,11.4,Social Life
2025-07-20,11,Social Life
2025-07-21,12.3,Social Life
2025-07-22,13.1,Social Life
2025-07-23,11.4,Social Life
2025-07-24,16,Social Life
2025-07-25,15.3,Social Life
2025-07-26,13.2,Social Life
2025-07-27,15.9,Social Life
2025-07-28,16,Social Life
2025-07-29,19.6,Social Life
2025-07-30,15.2,Social Life
2025-07-31,10.6,Social Life
2025-08-01,14.8,Social Life
2025-08-02,15.8,Social Life
2025-08-03,14.1,Social Life
2025-08-04,14.4,Social Life
2025-08-05,10.7,Social Life
2025-08-06,13.2,Social Life
2025-08-07,13,Social Life
2025-08-08,13.2,Social Life
2025-08-09,16,Social Life
2025-08-10,13.2,Social Life
2025-08-11,11.8,Social Life
2025-08-12,11.6,Social Life
2025-08-13,13.4,Social Life
2025-08-14,15.2,Social Life
2025-08-15,15.5,Social Life
2025-08-16,13.5,Social Life
2025-08-17,14,Social Life
2025-08-18,18.5,Social Life
2025-08-19,14.9,Social Life
2025-08-20,13.9,Social Life
2025-08-21,15.9,Social Life
2025-08-22,11.3,Social Life
2025-08-23,12.2,Social Life
2025-08-24,13.8,Social Life
2025-08-25,13.8,Social Life
2025-08-26,11.3,Social Life
2025-08-27,13,Social Life
2025-08-28,13.6,Social Life
2025-08-29,13.2,Social Life
2025-08-30,16,Social Life
2025-08-31,17.2,Social Life
2025-09-01,14.7,Social Life
2025-09-02,15.5,Social Life
2025-09-03,15.2,Social Life
2025-09-04,16,Social Life
2025-09-05,16.6,Social Life
2025-09-06,17.8,Social Life
2025-09-07,19.8,Social Life
2025-09-08,20.6,Social Life
2025-09-09,19,Social Life
2025-09-10,19.5,Social Life
2025-09-11,12.6,Social Life
2025-09-12,14.3,Social Life
2025-09-13,14.9,Social Life
2025-09-14,13.7,Social Life
2025-09-15,14.2,Social Life
2025-09-16,18.4,Social Life
2025-09-17,15.4,Social Life
2025-09-18,18.7,Social Life
2025-09-19,16.9,Social Life
2025-09-20,16.5,Social Life
2025-09-21,20,Social Life
2025-09-22,17.2,Social Life
2025-09-23,15.8,Social Life
2025-09-24,20,Social Life
2025-09-25,14.3,Social Life
2025-09-26,14.2,Social Life
2025-09-27,14.7,Social Life
2025-09-28,22.4,Social Life
2025-09-29,25.3,Social Life
2025-09-30,21.5,Social Life
2025-10-01,15,Social Life
2025-10-02,13.8,Social Life
2025-10-03,15.6,Social Life
2025-10-04,22.8,Social Life
2025-10-05,18,Social Life
2025-10-06,16.6,Social Life
2025-10-07,20,Social Life
2025-10-08,17.5,Social Life
2025-10-09,18.1,Social Life
2025-10-10,17.1,Social Life
2025-10-11,18.4,Social Life
2025-10-12,18.8,Social Life
2025-10-13,21.8,Social Life
2025-10-14,19.7,Social Life
2025-10-15,26.1,Social Life
2025-10-16,18.7,Social Life
2025-10-17,20.8,Social Life
2025-10-18,29.7,Social Life
2025-10-19,21,Social Life
2025-10-20,17.3,Social Life
2025-10-21,16.8,Social Life
2025-10-22,19.4,Social Life
2025-10-23,16.8,Social Life
2025-10-24,21.1,Social Life
2025-10-25,20.4,Social Life
2025-10-26,26.1,Social Life
2025-10-27,15,Social Life
2025-10-28,17,Social Life
2025-10-29,24,Social Life
2025-10-30,22.5,Social Life
2025-10-31,16.3,Social Life
2025-11-01,17.9,Social Life
2025-11-02,17.7,Social Life
2025-11-03,18.4,Social Life
2025-11-04,25.6,Social Life
2025-11-05,28.3,Social Life
2025-11-06,15.1,Social Life
2025-11-07,16.8,Social Life
2025-11-08,19.6,Social Life
2025-11-09,15.8,Social Life
2025-11-10,16.9,Social Life
2025-11-11,17.8,Social Life
2025-11-12,18.2,Social Life
2025-11-13,19.2,Social Life
2025-11-14,19,Social Life
2025-11-15,18.4,Social Life
2025-11-16,22,Social Life
2025-11-17,16.4,Social Life
2025-11-18,16.7,Social Life
2025-11-19,17.4,Social Life
2025-11-20,20.6,Social Life
2025-11-21,30.4,Social Life
2025-11-22,30.3,Social Life
2025-11-23,35.5,Social Life
2025-11-24,18.8,Social Life
2025-11-25,24.7,Social Life
2025-11-26,27.3,Social Life
2025-11-27,29.4,Social Life
2025-11-28,32.5,Social Life
2025-11-29,33.9,Social Life
2025-11-30,25,Social Life
2025-12-01,33.6,Social Life
2025-12-02,25.7,Social Life
2025-12-03,19,Social Life
2025-12-04,18.4,Social Life
2025-12-05,22.1,Social Life
2025-12-06,25.2,Social Life
2025-12-07,23.9,Social Life
2025-12-08,28.7,Social Life
2025-12-09,31.1,Social Life
2025-12-10,29.1,Social Life
2025-12-11,25.6,Social Life
2025-12-12,23.2,Social Life
2025-12-13,19,Social Life
2025-12-14,17.1,Social Life
2025-12-15,18,Social Life
2025-12-16,20,Social Life
2025-12-17,32.9,Social Life
2025-12-18,32.1,Social Life
2025-12-19,25.2,Social Life
2025-12-20,18.5,Social Life
2025-12-21,18.9,Social Life
2025-12-22,20.8,Social Life
2025-12-23,23.7,Social Life
2025-12-24,28,Social Life
2025-12-25,35.2,Social Life
2025-12-26,23.2,Social Life
2025-12-27,18,Social Life
2025-12-28,19.8,Social Life
2025-12-29,31.9,Social Life
2025-12-30,21.5,Social Life
2025-12-31,33,Social Life
2026-01-01,21.6,Social Life
2026-01-02,31.2,Social Life
2026-01-03,36.6,Social Life
2026-01-04,19.6,Social Life
2026-01-05,23.1,Social Life
2026-01-06,21.9,Social Life
2026-01-07,21.1,Social Life
2026-01-08,27.6,Social Life
2026-01-09,27.3,Social Life
2026-01-10,30.1,Social Life
2026-01-11,33.5,Social Life
2026-01-12,24.2,Social Life
2026-01-13,21.4,Social Life
2026-01-14,20.4,Social Life
2026-01-15,20.3,Social Life
2026-01-16,18.5,Social Life
2026-01-17,29.5,Social Life
2026-01-18,25.4,Social Life
2026-01-19,25.2,Social Life
2026-01-20,21.6,Social Life
2026-01-21,21.8,Social Life
2026-01-22,25.4,Social Life
2026-01-23,36.6,Social Life
2026-01-24,36.6,Social Life
2026-01-25,28.7,Social Life
2026-01-26,27.2,Social Life
2026-01-27,25.5,Social Life
2026-01-28,23.6,Social Life
2026-01-29,25.6,Social Life
2026-01-30,35.9,Social Life
2026-01-31,19.1,Social Life
2026-02-01,15,Social Life
2026-02-02,20.7,Social Life
2026-02-03,21.9,Social Life
2026-02-04,18.2,Social Life
2026-02-05,21.9,Social Life
2026-02-06,25.3,Social Life
2026-02-07,29.6,Social Life
2026-02-08,29.9,Social Life
2026-02-09,24.4,Social Life
2026-02-10,20.2,Social Life
2026-02-11,23.5,Social Life
2026-02-12,26,Social Life
2026-02-13,25.9,Social Life
2026-02-14,27.4,Social Life
2026-02-15,31.5,Social Life
2026-02-16,35.8,Social Life
2026-02-17,23.9,Social Life
2026-02-18,27.8,Social Life
2026-02-19,26,Social Life
2026-02-20,31.1,Social Life
2026-02-21,35.2,Social Life
2026-02-22,27.8,Social Life
2026-02-23,21.3,Social Life
2026-02-24,21.5,Social Life
2026-02-25,23,Social Life
2026-02-26,24.4,Social Life
2026-02-27,27.4,Social Life
2026-02-28,23.8,Social Life
2026-03-01,25.2,Social Life
2026-03-02,28.5,Social Life
2026-03-03,25.3,Social Life
2026-03-04,25.6,Social Life
2026-03-05,24.1,Social Life
2026-03-06,19.3,Social Life
2026-03-07,22.7,Social Life
2026-03-08,31.2,Social Life
2026-03-09,25.8,Social Life
2026-03-10,21.5,Social Life
2026-03-11,20.3,Social Life
2026-03-12,18.9,Social Life
2026-03-13,25.2,Social Life
2026-03-14,26.8,Social Life
2026-03-15,19.2,Social Life
2026-03-16,21.5,Social Life
2026-03-17,30.8,Social Life
2026-03-18,18.6,Social Life
2026-03-19,19.8,Social Life
2026-03-20,21.3,Social Life
2026-03-21,21.3,Social Life
2026-03-22,29.9,Social Life
2026-03-23,32,Social Life
2026-03-24,32.4,Social Life
2026-03-25,32.5,Social Life
2026-03-26,32.6,Social Life
2026-03-27,31.5,Social Life
2026-03-28,21,Social Life
2026-03-29,20.6,Social Life
2026-03-30,19.7,Social Life
2026-03-31,19.7,Social Life
2026-04-01,20.1,Social Life
2026-04-02,17.8,Social Life
2026-04-03,22.1,Social Life
2026-04-04,28.8,Social Life
2026-04-05,26.8,Social Life
2026-04-06,27.1,Social Life
2026-04-07,19.4,Social Life
2026-04-08,19.1,Social Life
2026-04-09,22.5,Social Life
2026-04-10,26,Social Life
2026-04-11,22.2,Social Life
2026-04-12,28.4,Social Life
2026-04-13,25.2,Social Life
2026-04-14,20.9,Social Life
2026-04-15,17.6,Social Life
2026-04-16,17.2,Social Life
2026-04-17,17.2,Social Life
2026-04-18,18.7,Social Life
2026-04-19,18.6,Social Life
2026-04-20,21.8,Social Life
2026-04-21,16.7,Social Life
2026-04-22,17.9,Social Life
2026-04-23,20.8,Social Life
2026-04-24,21.2,Social Life
2026-04-25,17.5,Social Life
2026-04-26,16.6,Social Life
2026-04-27,17.5,Social Life
2026-04-28,18.1,Social Life
2026-04-29,18.5,Social Life
2026-04-30,19.8,Social Life
2026-05-01,23,Social Life
2026-05-02,21.2,Social Life
2026-05-03,21.2,Social Life
2026-05-04,23.1,Social Life
2026-05-05,20.2,Social Life
2026-05-06,18.1,Social Life
2026-05-07,16.2,Social Life
2026-05-08,18.7,Social Life
2026-05-09,21.2,Social Life
2026-05-10,19.3,Social Life
2026-05-11,21.8,Social Life
2026-05-12,19.9,Social Life
2026-05-13,13.6,Social Life
2026-05-14,14.7,Social Life
2026-05-15,18,Social Life
2026-05-16,19.3,Social Life
2026-05-17,17.7,Social Life
2026-05-18,14.6,Social Life
2026-05-19,14.5,Social Life
2026-05-20,14.4,Social Life
2026-05-21,15.4,Social Life
2026-05-22,14.5,Social Life
2026-05-23,16.2,Social Life
2026-05-24,14.2,Social Life
2026-05-25,13.2,Social Life
2026-05-26,15.2,Social Life
2026-05-27,17.4,Social Life
2026-05-28,13.7,Social Life
2026-05-29,16.8,Social Life
2026-05-30,17.7,Social Life
2026-05-31,16.2,Social Life
2026-06-01,13.2,Social Life
2026-06-02,16.3,Social Life
2026-06-03,16.3,Social Life
2026-06-04,14.6,Social Life
2026-06-05,13.9,Social Life
2026-06-06,16,Social Life
2026-06-07,18.4,Social Life
2026-06-08,19,Social Life
2026-06-09,17.4,Social Life
2026-06-10,16.2,Social Life
2026-06-11,16.3,Social Life
2026-06-12,16.8,Social Life
2026-06-13,14.6,Social Life
2026-06-14,14.2,Social Life
2026-06-15,13.3,Social Life
2026-06-16,14,Social Life
2026-06-17,11.7,Social Life
2026-06-18,12.9,Social Life
2026-06-19,12.7,Social Life
2026-06-20,14.6,Social Life
2026-06-21,15.1,Social Life
2026-06-22,16.1,Social Life
2026-06-23,16.2,Social Life
2026-06-24,13,Social Life
2026-06-25,12.4,Social Life
2026-06-26,12.6,Social Life
2026-06-27,9.7,Social Life
2026-06-28,11.8,Social Life
2026-06-29,15.8,Social Life
2026-06-30,13.6,Social Life
2026-07-01,8.9,Social Life
2026-07-02,12.2,Social Life
2026-07-03,13.2,Social Life
2026-07-04,15.2,Social Life
2026-07-05,12.6,Social Life
2026-07-06,12.9,Social Life
2026-07-07,15.9,Social Life
2026-07-08,15.4,Social Life
2026-07-09,15,Social Life
2026-07-10,14.2,Social Life
2026-07-11,15.7,Social Life
2026-07-12,14.4,Social Life
2026-07-13,14.7,Social Life
2026-07-14,14.5,Social Life
2026-07-15,15.5,Social Life
2026-07-16,19.2,Social Life
2026-07-17,18.2,Social Life
2026-07-18,13.9,Social Life
2026-07-19,15,Social Life
2026-07-20,15.8,Social Life
2026-07-21,15.7,Social Life
2026-07-22,15.6,Social Life
2026-07-23,17.7,Social Life
2026-07-24,18.8,Social Life
2026-07-25,15.2,Social Life
2026-07-26,14.5,Social Life
2026-07-27,13.5,Social Life
2026-07-28,13.4,Social Life
2026-07-29,12.4,Social Life
2026-07-30,15.5,Social Life
2026-07-31,13.2,Social Life
